,scene_id,text,character,cAGR,cCON,cEXT,cOPN,cNEU
33,01_e05_c06,"<b>s01_e05_c06(0) for Chandler Bing</b><br><br><b>Chandler Bing</b>: Where are they? Where are they?<br><br><b>Phoebe Buffay</b>: This is nice. We never do anything just the two of us.<br><br><b>Chandler Bing</b>: It's great. Maybe tomorrow we can rent a car and run over some puppies.<br><br><b>Phoebe Buffay</b>: Eww, I don't wanna do that.<br><br>(Janice and Phoebe's boyfriend, Tony, walk in.)<br><br><b>Chandler Bing</b>: Here we go.<br><br><b>Phoebe Buffay</b>: Ok, have a good break-up.<br><br><b>Chandler Bing</b>: Hey, Janice.<br><br><b>Janice</b>: Oh, my god, I am so glad you called me. I had the most supremely awful day.<br><br><b>Chandler Bing</b>: Hey, that's not good. Can I get an espresso and a latte over here, please?<br><br><b>Janice</b>: We got the proofs back from that photo shoot, you know, the one with the little vegetables. Anyway, they pretty much sucked, so, I blew off the rest of the day, and I went shopping...(looks through her bags)... and I got you, I'm looking, I'm looking, I'm looking, I got you...<br><br>(Chandler sees Phoebe breaking up with Tony. She talks to him for a few seconds, hugs him, and then he leaves. Chandler is amazed how easy it was for her.)<br><br><b>Chandler Bing</b>: What?<br><br><b>Janice</b>: What?<br><br><b>Chandler Bing</b>: (covering) What... did you get me there?<br><br><b>Janice</b>: I got you...these. (pulls out a pair of socks)<br><br><b>Chandler Bing</b>: Bullwinkle socks. That's so sweet.<br><br><b>Janice</b>: Well, I knew you had the Rockys, and so I figured, you know, you can wear Bullwinkle and Bullwinkle, or you can wear Rocky and Rocky,or, you can mix and match, moose and squirrel. Whatever you want.<br><br><b>Chandler Bing</b>: That's great.<br><br>(The drinks arrive, and Chandler downs his espresso in one gulp.)<br><br><b>Chandler Bing</b>: Well, I'm gonna get another espresso. Can I get you another latte?<br><br>",Chandler Bing,0,1,1,1,1
34,01_e06_c05,"<b>s01_e06_c05(0) for Joey Tribbiani</b><br><br><b>Monica Geller</b>: Alright, alright, alright...<br><br>(Joey enters with Monica's paper and hands it to her.)<br><br><b>Joey Tribbiani</b>: Here. I need to borrow some moisturizer.<br><br><b>Monica Geller</b>: For what?<br><br><b>Joey Tribbiani</b>: Whaddya think? Today's the big day!<br><br><b>Monica Geller</b>: Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.<br><br><b>Joey Tribbiani</b>: Thank you! (He goes into the bathroom.)<br><br>(Chandler enters with the phone.)<br><br>",Joey Tribbiani,0,1,0,0,1
35,01_e06_c08,"<b>s01_e06_c08(0) for Ross Geller</b><br><br><b>Ross Geller</b>: Look at it this way: you dumped her. Right? I mean, this woman was unbelievably sexy, and beautiful, intelligent, unattainable... Tell me why you did this again?<br><br>(Joey enters.)<br><br><b>All</b>: Hey!<br><br><b>Monica Geller</b>: Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?<br><br><b>Joey Tribbiani</b>: Nope.<br><br><b>Ross Geller</b>: No? What happened, big guy?<br><br><b>Chandler Bing</b>: (to Ross) ""Big guy?""<br><br><b>Ross Geller</b>: It felt like a 'big guy' moment.<br><br>",Ross Geller,0,0,0,0,0
36,01_e07_c07,"<b>s01_e07_c07(0) for Monica Geller</b><br><br><b>Monica Geller</b>: Hello?<br><br><b>Chandler Bing</b>: Hey, it's me.<br><br><b>Monica Geller</b>: (to everyone) It's Chandler! (on phone) Are you OK?<br><br><b>Chandler Bing</b>: Yeah, I'm fine. (trying to cover up what he is saying) I'm trppd in an ATM vstbl wth Jll Gdcr.<br><br><b>Monica Geller</b>: What?<br><br><b>Chandler Bing</b>: I'm trppd... in an ATM vstbl... wth Jll Gdcr!<br><br><b>Monica Geller</b>: I have no idea what you just said.<br><br>",Monica Geller,1,0,1,1,1
37,01_e07_c10,"<b>s01_e07_c10(0) for Ross Geller</b><br><br><b>Phoebe Buffay</b>: (singing) New York City has no power, and the milk is getting sour. But to me it is not scary, 'cause I stay away from dairy.... la la la, la la, la la... (she writes the lyrics down)<br><br><b>Ross Geller</b>: (to Joey) OK, here goes.<br><br><b>Joey Tribbiani</b>: Are you going to do it?<br><br><b>Ross Geller</b>: I'm going to do it.<br><br><b>Joey Tribbiani</b>: Do you want any help?<br><br><b>Ross Geller</b>: You come out there, you're a dead man.<br><br><b>Joey Tribbiani</b>: Good luck, man.<br><br><b>Ross Geller</b>: Thanks. (Joey hugs him) OK.<br><br>",Ross Geller,0,1,1,1,0
38,01_e07_c10,"<b>s01_e07_c10(0) for Phoebe Buffay</b><br><br><b>Joey Tribbiani</b>: OK, you've got to promise that you'll never, ever tell Ross that I told you.<br><br><b>Monica Geller</b>: About what?<br><br><b>Joey Tribbiani</b>: He's planning your birthday party.<br><br><b>Monica Geller</b>: Oh my God! I love him!<br><br><b>Joey Tribbiani</b>: (as Phoebe enters) You'd better act surprised.<br><br><b>Phoebe Buffay</b>: About what?<br><br><b>Monica Geller</b>: My surprise party!<br><br><b>Phoebe Buffay</b>: What surprise party?<br><br><b>Monica Geller</b>: Oh stop it. Joey already told me.<br><br>",Phoebe Buffay,0,0,1,1,0
39,01_e07_c10,"<b>s01_e07_c10(0) for Monica Geller</b><br><br><b>Ross Geller</b>: You come out there, you're a dead man.<br><br><b>Joey Tribbiani</b>: Good luck, man.<br><br><b>Ross Geller</b>: Thanks. (Joey hugs him) OK.<br><br><b>Joey Tribbiani</b>: OK. (Ross goes out on the balcony to talk to Rachel)<br><br>(Monica walks in, starts to go out on the balcony.)<br><br><b>Joey Tribbiani</b>: Hey, where are you going?<br><br><b>Monica Geller</b>: Outside.<br><br><b>Joey Tribbiani</b>: You can't go out there.<br><br><b>Monica Geller</b>: Why not?<br><br><b>Joey Tribbiani</b>: Because of... the reason.<br><br><b>Monica Geller</b>: And that would be?<br><br><b>Joey Tribbiani</b>: I, um, can't tell you.<br><br><b>Monica Geller</b>: Joey, what's going on?<br><br><b>Joey Tribbiani</b>: OK, you've got to promise that you'll never, ever tell Ross that I told you.<br><br><b>Monica Geller</b>: About what?<br><br><b>Joey Tribbiani</b>: He's planning your birthday party.<br><br><b>Monica Geller</b>: Oh my God! I love him!<br><br><b>Joey Tribbiani</b>: (as Phoebe enters) You'd better act surprised.<br><br><b>Phoebe Buffay</b>: About what?<br><br><b>Monica Geller</b>: My surprise party!<br><br><b>Phoebe Buffay</b>: What surprise party?<br><br><b>Monica Geller</b>: Oh stop it. Joey already told me.<br><br><b>Phoebe Buffay</b>: Well, he didn't tell me.<br><br>",Monica Geller,0,1,1,1,0
40,01_e07_c16,<b>s01_e07_c16(0) for Paolo</b><br><br><b>Monica Geller</b>: (smitten) Hi!<br><br><b>Rachel Green</b>: And Joey....<br><br><b>Monica Geller</b>: Hi!<br><br><b>Rachel Green</b>: And Ross.<br><br><b>Monica Geller</b>: Hi!<br><br><b>Paolo</b>: (something in Italian)<br><br><b>Rachel Green</b>: (proudly) He doesn't speak much English.<br><br><b>Paolo</b>: (pointing at game) Monopoly!<br><br>,Paolo,0,1,0,0,0
41,01_e07_c18,"<b>s01_e07_c18(0) for Ross Geller</b><br><br><b>Paolo</b>: (something romantic in Italian about Rachel and the stars)<br><br><b>Ross Geller</b>: (mocking Paolo) Blah blah blah, blah blah blah... blah blaaaaaah....<br><br>(Rachel walks away from Paolo, laughing.)<br><br><b>Ross Geller</b>: Wha-What did he say that was so funny?<br><br><b>Rachel Green</b>: I have absolutely no idea.<br><br><b>Ross Geller</b>: That's... that's classic.<br><br>",Ross Geller,1,0,1,1,0
42,01_e08_c03,"<b>s01_e08_c03(0) for Ross Geller</b><br><br><b>Monica Geller</b>: What?<br><br><b>Mrs. Geller</b>: What's different?<br><br><b>Monica Geller</b>: Nothing.<br><br><b>Mrs. Geller</b>: Oh, maybe that's it.<br><br>(Monica strides over to Ross, who is making coffee, and talks to him aside.)<br><br><b>Monica Geller</b>: She is unbelievable, our mother is...<br><br><b>Ross Geller</b>: Okay, relax, relax. We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.<br><br><b>Monica Geller</b>: Oh God!<br><br>(They hug.)<br><br>[Cut to the hospital, later. Everyone is talking about Nana.]<br><br><b>Monica Geller</b>: The fuzzy little mints at the bottom of her purse.<br><br><b>Ross Geller</b>: Oh! ...Yeah, they were gross. Oh, you know what I loved? Her Sweet 'n' Los. How she was always stealing them from- from restaurants.<br><br><b>Ross Geller</b>: Not just restaurants, from our house.<br><br>(The nurse comes out of Nana's room.)<br><br><b>Nurse</b>: Mrs. Geller?<br><br>(Everyone stands up. Cut to Ross and Monica in Nana's room.)<br><br><b>Ross Geller</b>: She looks so small.<br><br><b>Monica Geller</b>: I know.<br><br><b>Ross Geller</b>: Well, at least she's with Pop-Pop and Aunt Phyllis now.<br><br><b>Monica Geller</b>: G'bye, Nana. (She kisses her on the forehead.)<br><br><b>Ross Geller</b>: Bye, Nana.<br><br>(He goes to kiss her but she moves. Monica screams. Ross shouts and stares in disbelief. Monica runs out of the room.)<br><br><b>Monica Geller</b>: Ross!<br><br>(Ross runs out too.)<br><br><b>Mrs. Geller</b>: What is going on?!<br><br><b>Ross Geller</b>: Y'know how-how the nurse said that-that Nana had passed? Well, she's not, quite..<br><br><b>Mrs. Geller</b>: What?<br><br><b>Ross Geller</b>: She's not- past, she's present, she's back.<br><br><b>Aunt Lillian</b>: (reentering) What's going on?<br><br><b>Ross Geller</b>: She may have died.<br><br>",Ross Geller,1,1,1,0,1
43,01_e08_c04,"<b>s01_e08_c04(0) for Phoebe Buffay</b><br><br><b>Chandler Bing</b>: I just have to know, okay. Is it my hair?<br><br><b>Rachel Green</b>: (exasperated) Yes, Chandler, that's exactly what it is. It's your hair.<br><br><b>Phoebe Buffay</b>: Yeah, you have homosexual hair.<br><br>(Monica and Ross enter.)<br><br><b>Rachel Green</b>: So, um, did she...<br><br><b>Ross Geller</b>: Twice.<br><br><b>Joey Tribbiani</b>: Twice?<br><br><b>Phoebe Buffay</b>: Oh, that sucks!<br><br><b>Joey Tribbiani</b>: You guys okay?<br><br><b>Ross Geller</b>: I dunno, it's weird. I mean, I know she's gone, but I just don't feel, uh...<br><br><b>Phoebe Buffay</b>: Maybe that's 'cause she's not really gone.<br><br><b>Ross Geller</b>: Nono, she's gone.<br><br><b>Monica Geller</b>: We checked. A lot.<br><br><b>Phoebe Buffay</b>: Hm, I mean maybe no-one ever really goes. Ever since my mom died, every now and then, I get the feeling that she's like right here, y'know? (She circles her hand around her right shoulder. Chandler, sitting on her right, draws back nervously) Oh! And Debbie, my best friend from junior high- got struck by lightning on a miniature golf course- I always get this really strong Debbie vibe whenever I use one of those little yellow pencils, y'know? ...I miss her.<br><br>",Phoebe Buffay,1,1,1,1,0
44,01_e08_c06,"<b>s01_e08_c06(0) for Ross Geller</b><br><br><b>Ross Geller</b>: I was just thinking. When my time comes-<br><br><b>Monica Geller</b>: Dad!<br><br><b>Ross Geller</b>: Listen to me! When my time comes, I wanna be buried at sea.<br><br><b>Monica Geller</b>: You what?<br><br><b>Ross Geller</b>: I wanna be buried at sea, it looks like fun.<br><br><b>Monica Geller</b>: Define fun.<br><br>",Ross Geller,1,0,0,1,0
45,01_e08_c09,"<b>s01_e08_c09(0) for Rachel Green</b><br><br><b>Ross Geller</b>: (entering) How we doing, you guys ready?<br><br><b>Monica Geller</b>: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?<br><br><b>Ross Geller</b>: Some days it's all I can think about.<br><br><b>Phoebe Buffay</b>: (entering) Hi, sorry I'm late, I couldn't find my bearings.<br><br><b>Rachel Green</b>: Oh, you-you mean your earrings?<br><br><b>Phoebe Buffay</b>: What'd I say?<br><br><b>Rachel Green</b>: (sticking her foot out) Hm-m.<br><br>",Rachel Green,0,0,0,0,1
46,01_e08_c10,"<b>s01_e08_c10(0) for Joey Tribbiani</b><br><br><b>Monica Geller</b>: It was a really beautiful service.<br><br><b>Mrs. Geller</b>: It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream.<br><br>(Joey listens to his overcoat for a second and sighs, then notices Chandler watching)<br><br><b>Joey Tribbiani</b>: What?<br><br><b>Chandler Bing</b>: Nothing, just your overcoat sounds remarkably like Brent Mussberger.<br><br><b>Joey Tribbiani</b>: Check it out, Giants-Cowboys. (He has a pocket TV)<br><br><b>Chandler Bing</b>: You're watching a football game at a funeral?<br><br><b>Joey Tribbiani</b>: No, it's the pre-game. I'm gonna watch it at the reception.<br><br>",Joey Tribbiani,0,1,0,1,0
47,01_e08_c12,"<b>s01_e08_c12(0) for Ross Geller</b><br><br><b>Rachel Green</b>: Hey, who's this little naked guy?<br><br><b>Ross Geller</b>: That little naked guy would be me.<br><br><b>Rachel Green</b>: Aww, look at the little thing.<br><br><b>Ross Geller</b>: Yes, yes, fine, that is my penis. Can we be grown-ups now?<br><br><b>Chandler Bing</b>: Who are those people?<br><br><b>Ross Geller</b>: Got me.<br><br><b>Monica Geller</b>: Oh, that's Nana, right there in the middle. (Reads the back) 'Me and the gang at Java Joe's'.<br><br>",Ross Geller,0,0,0,0,0
48,01_e09_c02,"<b>s01_e09_c02(0) for Joey Tribbiani</b><br><br><b>Ross Geller</b>: You're wrong.<br><br><b>Monica Geller</b>: I am not wrong.<br><br><b>Ross Geller</b>: You're wrong.<br><br><b>Monica Geller</b>: No, I just talked to them.<br><br><b>Ross Geller</b>: (getting up, upset) I'm calling Mom.<br><br>(Joey enters. His face looks abnormally colorful.)<br><br><b>Joey Tribbiani</b>: Hey, hey.<br><br><b>Chandler Bing</b>: Hey.<br><br><b>Phoebe Buffay</b>: Hey.<br><br><b>Chandler Bing</b>: And this from the cry-for-help department. Are you wearing makeup?<br><br><b>Joey Tribbiani</b>: Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model.<br><br><b>Chandler Bing</b>: That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman.<br><br><b>Phoebe Buffay</b>: What were you modeling for?<br><br><b>Joey Tribbiani</b>: You know those posters for the city free clinic?<br><br><b>Monica Geller</b>: Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?<br><br><b>Phoebe Buffay</b>: You know, the asthma guy was really cute.<br><br><b>Chandler Bing</b>: Do you know which one you're gonna be?<br><br><b>Joey Tribbiani</b>: No, but I hear lyme disease is open, so... (crosses fingers)<br><br><b>Chandler Bing</b>: Good luck, man. I hope you get it.<br><br><b>Joey Tribbiani</b>: Thanks.<br><br>(Ross comes back to the couch.)<br><br><b>Ross Geller</b>: (to Monica) Well, you were right. How can they do this to us, huh? It's Thanksgiving.<br><br><b>Monica Geller</b>: Ok, I'll tell you what. How about I cook dinner at my place? I'll make it just like Mom's.<br><br><b>Ross Geller</b>: Will you make the mashed potatoes with the lumps?<br><br><b>Monica Geller</b>: You know, they're not actually supposed to have... (Ross looks at her sheepishly) I'll work on the lumps. Joey, you're going home, right?<br><br><b>Joey Tribbiani</b>: Yeah.<br><br>",Joey Tribbiani,1,1,0,0,1
49,01_e09_c02,"<b>s01_e09_c02(0) for Monica Geller</b><br><br><b>Rachel Green</b>: Excuse me, sir. Hi, you come in here all time. I was just wondering, do you think there's a possibility that you could give me an advance on my tips?<br><br><b>Guy</b>: Huh?<br><br><b>Rachel Green</b>: Ok, ok, that's fine. Fine. Hey, I'm sorry about that spill before. (picks up the tip he leaves) Only $98.50 to go.<br><br>(Monica enters.)<br><br><b>Monica Geller</b>: Hey. Ross, did you know Mom and Dad are going to Puerto Rico for Thanksgiving?<br><br><b>Ross Geller</b>: No, they're not.<br><br><b>Monica Geller</b>: Yes, they are. The Blymens invited them.<br><br><b>Ross Geller</b>: You're wrong.<br><br><b>Monica Geller</b>: I am not wrong.<br><br><b>Ross Geller</b>: You're wrong.<br><br><b>Monica Geller</b>: No, I just talked to them.<br><br>",Monica Geller,1,0,0,1,0
50,01_e09_c04,"<b>s01_e09_c04(0) for Rachel Green</b><br><br><b>Ross Geller</b>: Look, if she's talking to it, I just think that I should get some belly time too. Not that I believe any of this.<br><br><b>Phoebe Buffay</b>: Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.<br><br><b>Chandler Bing</b>: I'd just like to say that I'm totally behind this experiment. In fact, I'd very much like to butter your head.<br><br>(Rachel enters.)<br><br><b>Monica Geller</b>: Hey, Rach, did you make your money?<br><br><b>Rachel Green</b>: No, not even close. Forget Vail, forget seeing my family, forget shoop, shoop, shoop.<br><br><b>Monica Geller</b>: Rach, here's your mail.<br><br><b>Rachel Green</b>: Thanks, you can just put it on the table.<br><br><b>Monica Geller</b>: (insistently) No, here's your mail.<br><br><b>Rachel Green</b>: Thanks, you can just put it on the table.<br><br><b>Monica Geller</b>: (gives her an envelope) Would you just open it?<br><br>(Rachel opens it. Inside is the money she needed.)<br><br><b>Rachel Green</b>: Oh my god, oh, you guys are great.<br><br><b>Monica Geller</b>: We all chipped in.<br><br><b>Joey Tribbiani</b>: (to Monica) We did?<br><br><b>Monica Geller</b>: (to Joey) You owe me 20 bucks.<br><br><b>Rachel Green</b>: Thank you. Thank you so much!<br><br><b>Monica Geller</b>: (hands Chandler a bag) Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.<br><br><b>Rachel Green</b>: Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner? What, what, what is it with you and this holiday?<br><br>",Rachel Green,1,0,1,0,0
